item_id,item_name,item_category_id,brand,pack_size_value,pack_size_uom,pack_count,tier,is_perishable,shelf_life_days,mrp_inr,unit_cost_inr,gst_rate
481,Catch Kitchen Essentials 2000ml x1 (Economy),42,Catch,2000,ml,1,Economy,0,122,80.77,71.15,0.12
482,Ariel Air Fresheners 50g x2 (Premium),41,Ariel,50,g,2,Premium,0,520,897.59,764.0,0.05
483,Fortune Breakfast Cereals 250ml x1 (Regular),20,Fortune,250,ml,1,Regular,0,337,96.5,77.25,0.0
484,Saffola Protein 750g x2 (Regular),76,Saffola,750,g,2,Regular,0,309,336.63,278.68,0.18
485,Dove Hair Care 50ml x2 (Regular),30,Dove,50,ml,2,Regular,0,166,353.03,276.17,0.05
486,Colgate Baking Supplies 100ml x1 (Regular),25,Colgate,100,ml,1,Regular,0,660,110.67,98.84,0.0
487,MDH Mobile Accessories 50ml x24 (Premium),66,MDH,50,ml,24,Premium,0,324,770.7,699.57,0.12
488,Kissan Travel 100ml x1 (Premium),58,Kissan,100,ml,1,Premium,0,670,598.49,485.62,0.12
489,"Parle Sauces, Ketchup 1000ml x10 (Regular)",22,Parle,1000,ml,10,Regular,0,535,418.16,343.95,0.0
490,Colgate Dairy 50g x3 (Regular),2,Colgate,50,g,3,Regular,1,18,147.48,133.89,0.05
491,Ariel Fresh Produce 1000g x2 (Regular),1,Ariel,1000,g,2,Regular,1,29,259.08,220.65,0.05
492,Pears Organic 100ml x5 (Economy),73,Pears,100,ml,5,Economy,0,135,271.32,212.46,0.18
493,Monster Packaged Foods 1000g x2 (Economy),10,Monster,1000,g,2,Economy,0,364,56.92,50.83,0.0
494,Ariel Toys 50ml x1 (Economy),45,Ariel,50,ml,1,Economy,0,324,365.33,323.15,0.12
495,Maggi Stationery 50ml x10 (Economy),44,Maggi,50,ml,10,Economy,0,291,693.18,629.92,0.05
496,Pears Ice Cream 250g x1 (Premium),15,Pears,250,g,1,Premium,1,21,467.86,427.21,0.05
497,Amul Bath 2000g x1 (Economy),32,Amul,2000,g,1,Economy,0,477,315.1,260.72,0.12
498,Surf Excel Hair Care 250g x4 (Economy),30,Surf Excel,250,g,4,Economy,0,628,425.96,390.92,0.0
499,Aashirvaad Health 100ml x6 (Economy),36,Aashirvaad,100,ml,6,Economy,0,636,202.41,161.43,0.05
500,Saffola International Foods 2000ml x5 (Regular),74,Saffola,2000,ml,5,Regular,0,639,2863.07,2326.93,0.18
501,Dettol Pooja Items 500ml x1 (Regular),83,Dettol,500,ml,1,Regular,0,343,1278.91,997.7,0.18
502,Kissan Edible Oils 1000g x2 (Premium),6,Kissan,1000,g,2,Premium,0,123,572.79,457.4,0.0
503,Appy Hair Care 50g x3 (Regular),30,Appy,50,g,3,Regular,0,420,310.38,279.14,0.05
504,Pears Breakfast Cereals 100ml x2 (Premium),20,Pears,100,ml,2,Premium,0,565,121.17,101.28,0.0
505,Red Bull Electronics Accessories 50g x5 (Premium),65,Red Bull,50,g,5,Premium,0,643,654.65,541.69,0.12
506,Lizol Dry Fruits 250g x1 (Regular),24,Lizol,250,g,1,Regular,0,512,216.32,190.88,0.0
507,Kellogg's Baby Care 1000ml x1 (Regular),35,Kellogg's,1000,ml,1,Regular,0,523,429.91,355.73,0.12
508,Paper Boat Gardening 750g x24 (Economy),56,Paper Boat,750,g,24,Economy,0,667,1676.13,1452.53,0.12
509,Coca-Cola Kitchen Appliances 100g x1 (Regular),49,Coca-Cola,100,g,1,Regular,0,377,207.14,172.93,0.05
510,Kissan Apparel 2000ml x2 (Regular),60,Kissan,2000,ml,2,Regular,0,188,1007.26,824.0,0.18
511,Nestlé Skin Care 750g x1 (Regular),31,Nestlé,750,g,1,Regular,0,475,252.06,211.65,0.05
512,Red Bull Dishwash 250g x5 (Economy),40,Red Bull,250,g,5,Economy,0,624,130.17,115.24,0.18
513,Appy Baby Food 50ml x6 (Economy),19,Appy,50,ml,6,Economy,0,397,59.27,47.44,0.0
514,Nivea School Essentials 100ml x1 (Regular),64,Nivea,100,ml,1,Regular,0,308,55.51,49.57,0.05
515,Kellogg's Energy Drinks 50g x5 (Economy),75,Kellogg's,50,g,5,Economy,0,390,2778.75,2374.52,0.18
516,Catch Noodles 2000g x1 (Regular),21,Catch,2000,g,1,Regular,0,534,216.08,192.59,0.0
517,Pepsi Health 500g x1 (Regular),36,Pepsi,500,g,1,Regular,0,299,228.93,193.71,0.12
518,Himalaya Spices 750ml x1 (Economy),7,Himalaya,750,ml,1,Economy,0,223,404.15,350.07,0.0
519,"Coca-Cola Sugar, Jaggery 1000ml x2 (Regular)",8,Coca-Cola,1000,ml,2,Regular,0,204,519.06,428.46,0.0
520,Everest Packaged Foods 100ml x4 (Economy),10,Everest,100,ml,4,Economy,0,359,40.36,32.46,0.05
521,Red Bull Home Appliances 2000ml x2 (Economy),48,Red Bull,2000,ml,2,Economy,0,299,1367.47,1206.01,0.05
522,Dove Electronics Accessories 500ml x1 (Economy),65,Dove,500,ml,1,Economy,0,499,499.53,442.3,0.12
523,"Surf Excel Tea, Coffee 2000g x1 (Regular)",9,Surf Excel,2000,g,1,Regular,0,594,143.63,119.91,0.0
524,Colgate Category 100 250g x5 (Regular),100,Colgate,250,g,5,Regular,0,139,251.66,210.02,0.18
525,Nivea Baking Supplies 50g x2 (Economy),25,Nivea,50,g,2,Economy,0,195,127.25,109.23,0.0
526,Catch Sanitary 100g x2 (Regular),80,Catch,100,g,2,Regular,0,198,836.65,684.02,0.18
527,Harpic Category 100 2000g x1 (Economy),100,Harpic,2000,g,1,Economy,0,709,229.97,184.72,0.12
528,Nestlé Books 750g x4 (Regular),72,Nestlé,750,g,4,Regular,0,205,1129.32,893.7,0.18
529,Kellogg's Water 2000ml x1 (Premium),27,Kellogg's,2000,ml,1,Premium,0,569,514.95,437.66,0.05
530,Colgate Dairy 200g x3 (Regular),2,Colgate,200,g,3,Regular,1,21,207.27,163.39,0.05
531,Harpic OTC Medicines 2000ml x5 (Economy),37,Harpic,2000,ml,5,Economy,0,252,1551.87,1356.4,0.12
532,Red Bull Baby Care 200ml x1 (Premium),35,Red Bull,200,ml,1,Premium,0,594,438.95,402.42,0.12
533,Nestlé Fresh Produce 1000g x3 (Regular),1,Nestlé,1000,g,3,Regular,1,29,268.82,215.36,0.0
534,Nestlé Protein 1000g x4 (Regular),76,Nestlé,1000,g,4,Regular,0,250,361.95,300.16,0.18
535,Ariel Packaged Foods 750g x10 (Regular),10,Ariel,750,g,10,Regular,0,130,77.93,65.2,0.0
536,Aashirvaad Home Appliances 750g x12 (Economy),48,Aashirvaad,750,g,12,Economy,0,258,1193.17,935.6,0.12
537,Fortune Health Drinks 100g x3 (Regular),18,Fortune,100,g,3,Regular,0,661,158.22,142.47,0.0
538,Amul Oral Care 1000ml x3 (Regular),29,Amul,1000,ml,3,Regular,0,499,94.06,78.79,0.05
539,Britannia Women's Hygiene 750g x6 (Regular),34,Britannia,750,g,6,Regular,0,653,1260.83,1158.75,0.18
540,Pepsi Stationery 50g x1 (Regular),44,Pepsi,50,g,1,Regular,0,246,555.58,439.11,0.05
541,Sunfeast Home Care 500g x2 (Economy),38,Sunfeast,500,g,2,Economy,0,338,323.39,288.4,0.18
542,Nestlé Baking Supplies 200ml x1 (Premium),25,Nestlé,200,ml,1,Premium,0,221,144.82,120.41,0.0
543,Dettol Bakery 2000ml x1 (Regular),3,Dettol,2000,ml,1,Regular,1,4,488.98,438.93,0.05
544,"Harpic Tea, Coffee 750ml x5 (Premium)",9,Harpic,750,ml,5,Premium,0,387,200.39,177.46,0.0
545,Maggi Electricals 1000g x1 (Premium),47,Maggi,1000,g,1,Premium,0,581,250.15,212.96,0.18
546,Bikaji Pet Care 750ml x2 (Regular),46,Bikaji,750,ml,2,Regular,0,678,665.83,567.06,0.12
547,Britannia Home Furnishing 1000ml x3 (Premium),52,Britannia,1000,ml,3,Premium,0,245,1630.99,1438.12,0.12
548,Dove Edible Oils 100ml x4 (Economy),6,Dove,100,ml,4,Economy,0,249,321.76,270.07,0.05
549,Dettol Meat 200ml x10 (Premium),17,Dettol,200,ml,10,Premium,1,25,245.56,219.63,0.0
550,Bikaji Frozen Foods 1000ml x6 (Regular),16,Bikaji,1000,ml,6,Regular,1,23,530.35,455.61,0.05
551,Appy Lighting 100ml x1 (Regular),68,Appy,100,ml,1,Regular,0,252,765.85,648.68,0.18
552,Dabur Festive Packs 500g x1 (Regular),62,Dabur,500,g,1,Regular,0,374,648.48,571.3,0.12
553,Aashirvaad Seasonal Specials 750ml x6 (Regular),61,Aashirvaad,750,ml,6,Regular,0,502,538.04,419.68,0.18
554,Nivea Category 94 2000ml x24 (Economy),94,Nivea,2000,ml,24,Economy,0,564,2399.16,1950.16,0.18
555,ITC Pooja Items 1000g x1 (Premium),83,ITC,1000,g,1,Premium,0,473,1959.46,1569.38,0.18
556,Dettol Kitchen Appliances 100ml x24 (Regular),49,Dettol,100,ml,24,Regular,0,466,435.64,379.23,0.05
557,Himalaya OTC Medicines 2000g x1 (Regular),37,Himalaya,2000,g,1,Regular,0,183,1509.76,1232.96,0.12
558,Monster Automotive 50g x3 (Economy),69,Monster,50,g,3,Economy,0,95,445.73,365.58,0.05
559,Saffola Air Fresheners 2000g x1 (Regular),41,Saffola,2000,g,1,Regular,0,401,1192.0,1000.27,0.12
560,Colgate Gifting Combos 2000g x6 (Economy),63,Colgate,2000,g,6,Economy,0,401,312.2,257.89,0.18
561,ITC Snacks 100ml x1 (Regular),12,ITC,100,ml,1,Regular,0,248,32.1,26.51,0.0
562,Parle OTC Medicines 1000g x2 (Regular),37,Parle,1000,g,2,Regular,0,680,1429.84,1146.42,0.05
563,MDH Baby Care 200ml x1 (Regular),35,MDH,200,ml,1,Regular,0,612,283.11,251.1,0.12
564,Colgate Baby Care 100g x1 (Regular),35,Colgate,100,g,1,Regular,0,165,269.4,224.68,0.05
565,Britannia Home Care 100ml x1 (Economy),38,Britannia,100,ml,1,Economy,0,148,180.53,159.31,0.05
566,Ariel Pet Care 500g x1 (Regular),46,Ariel,500,g,1,Regular,0,560,597.02,521.37,0.05
567,Paper Boat Pet Care 200g x24 (Economy),46,Paper Boat,200,g,24,Economy,0,332,695.63,569.53,0.18
568,Coca-Cola Category 90 2000g x10 (Regular),90,Coca-Cola,2000,g,10,Regular,0,623,4370.4,3776.98,0.28
569,Haldiram Ice Cream 200g x4 (Economy),15,Haldiram,200,g,4,Economy,1,13,368.31,327.73,0.05
570,Dettol Packaged Foods 100ml x3 (Premium),10,Dettol,100,ml,3,Premium,0,275,55.03,49.15,0.05
571,Tata Travel 750ml x1 (Economy),58,Tata,750,ml,1,Economy,0,511,604.28,478.11,0.12
572,Coca-Cola Meat 750g x1 (Economy),17,Coca-Cola,750,g,1,Economy,1,22,175.49,161.08,0.05
573,Patanjali Baby Food 50g x10 (Regular),19,Patanjali,50,g,10,Regular,0,671,68.69,54.73,0.0
574,Lifebuoy Snacks 200ml x10 (Economy),12,Lifebuoy,200,ml,10,Economy,0,148,63.35,57.32,0.0
575,Sunfeast Women's Hygiene 50g x1 (Economy),34,Sunfeast,50,g,1,Economy,0,544,564.4,486.1,0.18
576,Ariel Oral Care 200g x1 (Economy),29,Ariel,200,g,1,Economy,0,102,45.98,41.45,0.05
577,Nivea Category 95 200ml x1 (Economy),95,Nivea,200,ml,1,Economy,0,700,1174.38,1073.43,0.12
578,Pears Bedding 50ml x1 (Premium),53,Pears,50,ml,1,Premium,0,177,162.38,131.26,0.12
579,Kellogg's Stationery 2000g x3 (Regular),44,Kellogg's,2000,g,3,Regular,0,121,1365.08,1180.94,0.05
580,Nestlé Disposable 2000g x1 (Economy),43,Nestlé,2000,g,1,Economy,0,544,923.86,756.16,0.18
581,Surf Excel Baby Food 200ml x1 (Regular),19,Surf Excel,200,ml,1,Regular,0,379,45.13,38.16,0.0
582,Tropicana Shaving 250g x4 (Regular),79,Tropicana,250,g,4,Regular,0,559,1898.65,1532.46,0.12
583,"Parle Sugar, Jaggery 500g x10 (Economy)",8,Parle,500,g,10,Economy,0,225,450.45,395.29,0.05
584,Lifebuoy Footwear 100g x1 (Regular),59,Lifebuoy,100,g,1,Regular,0,697,380.49,347.91,0.05
585,"Haldiram Sugar, Jaggery 1000ml x2 (Regular)",8,Haldiram,1000,ml,2,Regular,0,587,542.8,480.92,0.0
586,Dettol Health 250ml x5 (Regular),36,Dettol,250,ml,5,Regular,0,309,210.95,193.33,0.12
587,Surf Excel Ice Cream 250ml x1 (Regular),15,Surf Excel,250,ml,1,Regular,1,5,353.94,323.27,0.05
588,Britannia Air Fresheners 50ml x1 (Premium),41,Britannia,50,ml,1,Premium,0,617,882.34,730.41,0.18
589,DMart Biscuits 750ml x1 (Economy),13,DMart,750,ml,1,Economy,0,410,337.35,307.96,0.0
590,Britannia Health 200ml x3 (Regular),36,Britannia,200,ml,3,Regular,0,654,192.29,173.21,0.05
591,Catch Dairy 1000g x24 (Regular),2,Catch,1000,g,24,Regular,1,9,435.69,378.37,0.0
592,Fortune Meat 50ml x2 (Economy),17,Fortune,50,ml,2,Economy,1,8,136.74,114.31,0.0
593,Maggi Footwear 500ml x5 (Regular),59,Maggi,500,ml,5,Regular,0,111,818.29,704.63,0.12
594,Lifebuoy Home Care 750g x6 (Regular),38,Lifebuoy,750,g,6,Regular,0,609,518.7,448.08,0.18
595,MDH Health 100g x1 (Economy),36,MDH,100,g,1,Economy,0,714,134.22,119.78,0.05
596,Parle Kitchen Appliances 100ml x2 (Regular),49,Parle,100,ml,2,Regular,0,169,298.62,237.88,0.12
597,Nestlé Home Care 2000ml x1 (Premium),38,Nestlé,2000,ml,1,Premium,0,484,565.54,444.92,0.12
598,Kissan Health Drinks 250ml x1 (Regular),18,Kissan,250,ml,1,Regular,0,661,150.44,121.57,0.0
599,Patanjali Shaving 250ml x12 (Economy),79,Patanjali,250,ml,12,Economy,0,154,2274.41,2013.2,0.12
600,"Tata Sauces, Ketchup 250ml x1 (Regular)",22,Tata,250,ml,1,Regular,0,487,198.84,161.45,0.0
601,Himalaya Dairy 250ml x10 (Economy),2,Himalaya,250,ml,10,Economy,1,20,212.91,171.69,0.0
602,Colgate Biscuits 250g x1 (Economy),13,Colgate,250,g,1,Economy,0,659,246.25,192.82,0.05
603,Nivea Oral Care 250g x2 (Economy),29,Nivea,250,g,2,Economy,0,140,48.33,38.43,0.0
604,Britannia Fresh Produce 250g x3 (Economy),1,Britannia,250,g,3,Economy,1,18,151.06,132.39,0.0
605,Dettol Dishwash 100ml x1 (Economy),40,Dettol,100,ml,1,Economy,0,345,92.27,72.17,0.12
606,Sunfeast Category 90 100ml x12 (Regular),90,Sunfeast,100,ml,12,Regular,0,641,2473.37,2089.88,0.28
607,Dabur Air Fresheners 200ml x4 (Economy),41,Dabur,200,ml,4,Economy,0,279,890.63,750.32,0.05
608,Bikaji Chocolates 1000g x3 (Premium),14,Bikaji,1000,g,3,Premium,0,133,363.21,297.9,0.0
609,Catch Pulses 750g x4 (Regular),5,Catch,750,g,4,Regular,0,287,371.37,294.06,0.05
610,Lizol Dishwash 200ml x1 (Regular),40,Lizol,200,ml,1,Regular,0,469,100.01,90.37,0.12
611,Nestlé Bath Linen 750g x4 (Economy),54,Nestlé,750,g,4,Economy,0,162,959.44,776.55,0.12
612,Nivea Kitchen Appliances 250ml x4 (Regular),49,Nivea,250,ml,4,Regular,0,689,341.62,295.71,0.12
613,Kissan Kitchen Essentials 50ml x6 (Premium),42,Kissan,50,ml,6,Premium,0,658,83.52,69.11,0.05
614,Coca-Cola Soft Drinks 100g x6 (Economy),26,Coca-Cola,100,g,6,Economy,0,145,70.18,54.75,0.05
615,Surf Excel Water 50ml x4 (Regular),27,Surf Excel,50,ml,4,Regular,0,630,281.47,239.97,0.05
616,Aashirvaad Energy Drinks 2000g x2 (Regular),75,Aashirvaad,2000,g,2,Regular,0,103,5235.97,4201.16,0.12
617,Paper Boat Staples 50ml x1 (Premium),4,Paper Boat,50,ml,1,Premium,0,243,295.74,235.58,0.05
618,Pepsi Breakfast Cereals 500ml x3 (Regular),20,Pepsi,500,ml,3,Regular,0,233,166.81,147.72,0.0
619,Coca-Cola Breakfast Cereals 100g x1 (Regular),20,Coca-Cola,100,g,1,Regular,0,664,76.19,69.53,0.0
620,Saffola Category 96 500g x12 (Regular),96,Saffola,500,g,12,Regular,0,248,2485.07,2251.37,0.18
621,Parle Health 500ml x3 (Regular),36,Parle,500,ml,3,Regular,0,298,285.47,228.06,0.18
622,Nestlé Snacks 200g x1 (Regular),12,Nestlé,200,g,1,Regular,0,435,37.8,30.02,0.05
623,Nestlé Organic 750g x5 (Premium),73,Nestlé,750,g,5,Premium,0,205,621.43,507.52,0.18
624,Sunfeast Soft Drinks 500g x2 (Regular),26,Sunfeast,500,g,2,Regular,0,253,111.04,98.79,0.0
625,Catch Water 100g x3 (Economy),27,Catch,100,g,3,Economy,0,188,246.83,194.72,0.05
626,Parle Pickles 250g x1 (Regular),23,Parle,250,g,1,Regular,0,199,266.92,208.59,0.05
627,Ariel Packaged Foods 2000ml x10 (Premium),10,Ariel,2000,ml,10,Premium,0,100,117.02,101.34,0.0
628,ITC Bath 2000g x2 (Regular),32,ITC,2000,g,2,Regular,0,416,401.32,337.63,0.12
629,Appy Air Fresheners 50g x1 (Economy),41,Appy,50,g,1,Economy,0,510,512.74,423.17,0.05
630,Fortune Bath 50g x1 (Regular),32,Fortune,50,g,1,Regular,0,515,175.49,140.68,0.05
631,Ariel Water 1000ml x10 (Regular),27,Ariel,1000,ml,10,Regular,0,367,486.36,383.08,0.05
632,Appy Frozen Foods 1000ml x10 (Regular),16,Appy,1000,ml,10,Regular,1,18,528.18,473.35,0.0
633,Britannia International Foods 1000g x2 (Economy),74,Britannia,1000,g,2,Economy,0,523,1891.15,1482.56,0.18
634,Pepsi Energy Drinks 100g x2 (Economy),75,Pepsi,100,g,2,Economy,0,628,1943.64,1692.98,0.28
635,Monster Kitchen Essentials 250g x5 (Premium),42,Monster,250,g,5,Premium,0,113,88.59,69.61,0.18
636,Catch Gardening 750g x2 (Regular),56,Catch,750,g,2,Regular,0,635,1160.82,1002.54,0.05
637,Nestlé Party Supplies 1000g x2 (Economy),82,Nestlé,1000,g,2,Economy,0,549,582.88,502.15,0.18
638,Pears Ready-to-Eat 2000g x2 (Economy),11,Pears,2000,g,2,Economy,0,373,119.02,99.08,0.05
639,"Sunfeast Tea, Coffee 1000g x3 (Economy)",9,Sunfeast,1000,g,3,Economy,0,550,150.4,125.61,0.0
640,MDH Biscuits 200ml x2 (Regular),13,MDH,200,ml,2,Regular,0,275,347.12,319.11,0.0
641,Maggi Stationery 2000ml x1 (Economy),44,Maggi,2000,ml,1,Economy,0,266,950.78,870.34,0.12
642,ITC Pulses 250ml x2 (Regular),5,ITC,250,ml,2,Regular,0,249,243.38,202.19,0.05
643,Nivea Footwear 500ml x10 (Premium),59,Nivea,500,ml,10,Premium,0,308,1221.45,1001.29,0.05
644,Saffola Staples 1000ml x10 (Regular),4,Saffola,1000,ml,10,Regular,0,264,456.79,407.33,0.05
645,Maggi Dairy 200ml x1 (Economy),2,Maggi,200,ml,1,Economy,1,7,142.97,114.78,0.0
646,Fortune Category 93 50g x5 (Regular),93,Fortune,50,g,5,Regular,0,628,985.67,818.52,0.12
647,Pears Baking Supplies 50ml x1 (Regular),25,Pears,50,ml,1,Regular,0,342,114.87,97.84,0.0
648,Patanjali Air Fresheners 250ml x2 (Economy),41,Patanjali,250,ml,2,Economy,0,620,800.48,655.77,0.05
649,Kellogg's Baby Care 2000ml x5 (Economy),35,Kellogg's,2000,ml,5,Economy,0,330,711.77,579.42,0.18
650,Nestlé Cookware 100g x1 (Economy),50,Nestlé,100,g,1,Economy,0,273,142.72,116.77,0.18
651,Haldiram Pet Food Premium 100ml x5 (Regular),88,Haldiram,100,ml,5,Regular,0,175,571.2,473.82,0.18
652,Tropicana Air Fresheners 500ml x10 (Regular),41,Tropicana,500,ml,10,Regular,0,254,1217.78,954.8,0.12
653,"ITC Sauces, Ketchup 1000ml x2 (Premium)",22,ITC,1000,ml,2,Premium,0,233,444.54,373.12,0.05
654,Sunfeast Bakery 2000ml x1 (Regular),3,Sunfeast,2000,ml,1,Regular,1,17,525.96,479.3,0.05
655,Everest Kitchen Appliances 500g x10 (Economy),49,Everest,500,g,10,Economy,0,301,399.06,347.4,0.12
656,MDH Hair Care 750ml x1 (Economy),30,MDH,750,ml,1,Economy,0,589,427.41,388.26,0.0
657,Kellogg's Category 90 2000g x4 (Regular),90,Kellogg's,2000,g,4,Regular,0,170,4388.33,3660.31,0.18
658,Dove Stationery 2000ml x6 (Regular),44,Dove,2000,ml,6,Regular,0,444,1474.43,1288.31,0.12
659,Everest Home Appliances 250g x6 (Regular),48,Everest,250,g,6,Regular,0,688,847.62,760.9,0.05
660,Dove Kitchen Appliances 500g x6 (Regular),49,Dove,500,g,6,Regular,0,638,474.87,415.65,0.18
661,Bikaji Dishwash 250ml x1 (Economy),40,Bikaji,250,ml,1,Economy,0,659,96.1,75.59,0.18
662,Haldiram Water 1000g x1 (Regular),27,Haldiram,1000,g,1,Regular,0,196,380.79,328.8,0.0
663,Colgate Men's Grooming 100ml x1 (Regular),33,Colgate,100,ml,1,Regular,0,576,333.33,295.37,0.12
664,Maggi Bedding 2000ml x4 (Economy),53,Maggi,2000,ml,4,Economy,0,396,378.08,347.56,0.12
665,Dove Frozen Foods 100g x12 (Premium),16,Dove,100,g,12,Premium,1,17,340.69,311.49,0.05
666,Dettol Snacks 2000ml x1 (Regular),12,Dettol,2000,ml,1,Regular,0,174,86.14,77.3,0.05
667,Britannia Home Décor 2000ml x10 (Economy),81,Britannia,2000,ml,10,Economy,0,502,5869.92,5355.66,0.12
668,Maggi Bedding 200ml x2 (Economy),53,Maggi,200,ml,2,Economy,0,297,149.52,122.62,0.12
669,Saffola Protein 500ml x4 (Economy),76,Saffola,500,ml,4,Economy,0,674,272.08,237.11,0.18
670,Surf Excel Soft Drinks 1000g x2 (Regular),26,Surf Excel,1000,g,2,Regular,0,423,115.27,100.9,0.05
671,MDH Disposable 50g x1 (Premium),43,MDH,50,g,1,Premium,0,175,671.86,553.11,0.05
672,DMart Pet Care 1000g x2 (Premium),46,DMart,1000,g,2,Premium,0,712,979.02,883.01,0.05
673,Saffola Sanitary 500g x1 (Economy),80,Saffola,500,g,1,Economy,0,462,959.2,763.11,0.18
674,Maggi Cosmetics 200ml x10 (Regular),77,Maggi,200,ml,10,Regular,0,292,2879.76,2638.43,0.18
675,Colgate Health Drinks 2000ml x2 (Regular),18,Colgate,2000,ml,2,Regular,0,181,238.75,196.94,0.05
676,Harpic Category 93 1000ml x24 (Premium),93,Harpic,1000,ml,24,Premium,0,528,2163.34,1753.61,0.18
677,Coca-Cola Soft Drinks 750g x1 (Economy),26,Coca-Cola,750,g,1,Economy,0,567,92.08,77.36,0.0
678,Nestlé Pet Care 200ml x1 (Economy),46,Nestlé,200,ml,1,Economy,0,478,492.63,399.98,0.05
679,Nivea Category 99 250ml x4 (Economy),99,Nivea,250,ml,4,Economy,0,434,2445.73,2200.44,0.28
680,ITC Oral Care 750g x3 (Regular),29,ITC,750,g,3,Regular,0,452,84.72,68.07,0.0
681,Dettol Kitchen Appliances 500ml x3 (Economy),49,Dettol,500,ml,3,Economy,0,132,390.21,317.81,0.18
682,Colgate Category 98 1000ml x24 (Premium),98,Colgate,1000,ml,24,Premium,0,272,5713.2,5046.29,0.18
683,Lizol Home Appliances 2000ml x10 (Economy),48,Lizol,2000,ml,10,Economy,0,544,1792.56,1436.14,0.05
684,Haldiram Storage 100g x2 (Economy),51,Haldiram,100,g,2,Economy,0,386,54.11,45.17,0.05
685,Harpic Electronics Accessories 200g x24 (Economy),65,Harpic,200,g,24,Economy,0,293,705.18,621.48,0.12
686,Patanjali Electronics Accessories 750ml x1 (Regular),65,Patanjali,750,ml,1,Regular,0,247,756.32,660.1,0.18
687,Nivea Value Packs 200g x24 (Regular),89,Nivea,200,g,24,Regular,0,485,5133.76,4131.56,0.12
688,Nestlé Cookware 500ml x4 (Economy),50,Nestlé,500,ml,4,Economy,0,702,226.51,197.77,0.12
689,Harpic Meat 750g x12 (Economy),17,Harpic,750,g,12,Economy,1,15,235.04,197.5,0.05
690,ITC Staples 750g x1 (Economy),4,ITC,750,g,1,Economy,0,429,308.64,265.45,0.05
691,Fortune Edible Oils 100g x1 (Economy),6,Fortune,100,g,1,Economy,0,281,244.01,194.75,0.0
692,Britannia Category 92 250g x12 (Economy),92,Britannia,250,g,12,Economy,0,161,837.4,741.66,0.12
693,Kellogg's Hardware 200ml x2 (Regular),70,Kellogg's,200,ml,2,Regular,0,640,773.63,663.4,0.05
694,Dettol Toys 750ml x4 (Regular),45,Dettol,750,ml,4,Regular,0,137,738.08,641.29,0.12
695,Monster Home Décor 500g x6 (Regular),81,Monster,500,g,6,Regular,0,279,4399.98,3776.46,0.18
696,Red Bull Protein 200ml x1 (Economy),76,Red Bull,200,ml,1,Economy,0,367,182.48,143.18,0.18
697,Kissan Baking Supplies 100g x2 (Economy),25,Kissan,100,g,2,Economy,0,450,97.33,77.05,0.0
698,Nestlé Lighting 200g x1 (Economy),68,Nestlé,200,g,1,Economy,0,320,656.66,586.94,0.18
699,Pepsi Biscuits 100ml x1 (Regular),13,Pepsi,100,ml,1,Regular,0,289,306.15,242.87,0.0
700,Saffola Category 97 100ml x5 (Economy),97,Saffola,100,ml,5,Economy,0,565,577.15,450.79,0.12
701,"DMart Sauces, Ketchup 250g x3 (Economy)",22,DMart,250,g,3,Economy,0,541,191.85,156.95,0.0
702,Bikaji Baby Food 250g x12 (Economy),19,Bikaji,250,g,12,Economy,0,411,74.92,65.99,0.0
703,Haldiram Snacks 50ml x4 (Economy),12,Haldiram,50,ml,4,Economy,0,701,48.28,38.85,0.05
704,Bikaji Air Fresheners 250ml x3 (Regular),41,Bikaji,250,ml,3,Regular,0,558,817.11,686.09,0.18
705,Aashirvaad Home Décor 2000ml x1 (Regular),81,Aashirvaad,2000,ml,1,Regular,0,672,4056.11,3221.47,0.18
706,Fortune Air Fresheners 250g x5 (Regular),41,Fortune,250,g,5,Regular,0,219,1014.51,835.15,0.05
707,Dove Bakery 1000g x10 (Regular),3,Dove,1000,g,10,Regular,1,9,642.99,577.97,0.0
708,Monster Staples 2000g x1 (Regular),4,Monster,2000,g,1,Regular,0,233,415.98,352.02,0.05
709,MDH Home Care 200g x1 (Regular),38,MDH,200,g,1,Regular,0,110,225.36,182.61,0.12
710,Fortune Shaving 750g x4 (Regular),79,Fortune,750,g,4,Regular,0,671,3023.47,2591.51,0.12
711,Saffola Stationery 250g x1 (Economy),44,Saffola,250,g,1,Economy,0,690,647.57,546.23,0.05
712,Colgate Apparel 50g x2 (Economy),60,Colgate,50,g,2,Economy,0,423,460.94,372.65,0.05
713,DMart Plastics 200g x12 (Premium),71,DMart,200,g,12,Premium,0,433,1497.51,1257.56,0.18
714,"Catch Tea, Coffee 100ml x1 (Regular)",9,Catch,100,ml,1,Regular,0,692,64.27,56.81,0.05
715,Maggi Hair Care 100ml x1 (Regular),30,Maggi,100,ml,1,Regular,0,158,298.35,239.28,0.0
716,Paper Boat Fresh Produce 2000g x1 (Economy),1,Paper Boat,2000,g,1,Economy,1,16,207.18,174.94,0.05
717,DMart Hair Care 100g x1 (Regular),30,DMart,100,g,1,Regular,0,619,267.08,242.98,0.05
718,Bikaji International Foods 1000g x4 (Regular),74,Bikaji,1000,g,4,Regular,0,259,2596.17,2146.8,0.12
719,Haldiram Electronics Accessories 100g x2 (Economy),65,Haldiram,100,g,2,Economy,0,541,493.48,408.58,0.12
720,Tropicana Pickles 750ml x2 (Regular),23,Tropicana,750,ml,2,Regular,0,479,433.98,358.46,0.0
